metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,1.475072,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.824017,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.426133,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.031542,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,1.400571,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.042959,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,2.402007,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_duration,1699081593,3.713409,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_blocked,1699081593,0.002250,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_sending,1699081593,0.005625,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_waiting,1699081593,3.670366,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_receiving,1699081593,0.037418,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_failed,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
checks,1699081593,1.000000,is status 200,,,,::GET Token,,,,default,,,,,,,
group_duration,1699081593,3.785702,,,,,::GET Token,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_duration,1699081593,79.459194,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_blocked,1699081593,0.001875,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_connecting,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_sending,1699081593,0.008584,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_waiting,1699081593,54.949155,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_receiving,1699081593,24.501455,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_failed,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
checks,1699081593,1.000000,is status 200,,,,::Load MockData,,,,default,,,,,,,
group_duration,1699081593,79.559154,,,,,::Load MockData,,,,default,,,,,,,
data_sent,1699081593,450.000000,,,,,,,,,default,,,,,,,
data_received,1699081593,16272312.000000,,,,,,,,,default,,,,,,,
iteration_duration,1699081593,85.820281,,,,,,,,,default,,,,,,,
iterations,1699081593,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,0.617762,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.002167,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.009541,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,0.582971,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.025250,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,0.693389,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_duration,1699081593,0.560470,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_blocked,1699081593,0.001458,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_sending,1699081593,0.005000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_waiting,1699081593,0.531886,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_receiving,1699081593,0.023584,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_failed,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
checks,1699081593,1.000000,is status 200,,,,::GET Token,,,,default,,,,,,,
group_duration,1699081593,0.622221,,,,,::GET Token,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_duration,1699081593,71.866331,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_blocked,1699081593,0.001417,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_connecting,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_sending,1699081593,0.005416,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_waiting,1699081593,55.129160,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_receiving,1699081593,16.731755,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_failed,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
checks,1699081593,1.000000,is status 200,,,,::Load MockData,,,,default,,,,,,,
group_duration,1699081593,71.959084,,,,,::Load MockData,,,,default,,,,,,,
data_sent,1699081593,450.000000,,,,,,,,,default,,,,,,,
data_received,1699081593,16272312.000000,,,,,,,,,default,,,,,,,
iteration_duration,1699081593,73.307278,,,,,,,,,default,,,,,,,
iterations,1699081593,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,0.606929,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.002958,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.009500,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,0.568262,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.029167,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,0.662722,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_duration,1699081593,0.461217,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_blocked,1699081593,0.001417,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_sending,1699081593,0.005166,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_waiting,1699081593,0.429301,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_receiving,1699081593,0.026750,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_failed,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
checks,1699081593,1.000000,is status 200,,,,::GET Token,,,,default,,,,,,,
group_duration,1699081593,0.523303,,,,,::GET Token,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_duration,1699081593,69.653495,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_blocked,1699081593,0.001417,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_connecting,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_sending,1699081593,0.004708,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_waiting,1699081593,52.092389,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_receiving,1699081593,17.556398,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_failed,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
checks,1699081593,1.000000,is status 200,,,,::Load MockData,,,,default,,,,,,,
group_duration,1699081593,69.734122,,,,,::Load MockData,,,,default,,,,,,,
data_sent,1699081593,450.000000,,,,,,,,,default,,,,,,,
data_received,1699081593,16272312.000000,,,,,,,,,default,,,,,,,
iteration_duration,1699081593,70.945729,,,,,,,,,default,,,,,,,
iterations,1699081593,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,0.614471,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.002458,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.009917,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,0.562386,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.042168,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,0.675805,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_duration,1699081593,0.415759,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_blocked,1699081593,0.001416,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_sending,1699081593,0.004626,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_waiting,1699081593,0.394008,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_receiving,1699081593,0.017125,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_failed,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
checks,1699081593,1.000000,is status 200,,,,::GET Token,,,,default,,,,,,,
group_duration,1699081593,0.487010,,,,,::GET Token,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_duration,1699081593,70.187298,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_blocked,1699081593,0.001042,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_connecting,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_sending,1699081593,0.004875,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_waiting,1699081593,51.919928,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_receiving,1699081593,18.262495,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_failed,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
checks,1699081593,1.000000,is status 200,,,,::Load MockData,,,,default,,,,,,,
group_duration,1699081593,71.285779,,,,,::Load MockData,,,,default,,,,,,,
data_sent,1699081593,450.000000,,,,,,,,,default,,,,,,,
data_received,1699081593,16272312.000000,,,,,,,,,default,,,,,,,
iteration_duration,1699081593,72.476011,,,,,,,,,default,,,,,,,
iterations,1699081593,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,3.287650,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.004709,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.061084,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,3.199773,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.026793,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,3.451611,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_duration,1699081593,0.445634,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_blocked,1699081593,0.001584,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_sending,1699081593,0.004333,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_waiting,1699081593,0.412508,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_receiving,1699081593,0.028793,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
http_req_failed,1699081593,0.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
checks,1699081593,1.000000,is status 200,,,,::GET Token,,,,default,,,,,,,
group_duration,1699081593,0.511135,,,,,::GET Token,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_duration,1699081593,61.166574,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_blocked,1699081593,0.001666,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_connecting,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_sending,1699081593,0.005334,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_waiting,1699081593,51.065160,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_receiving,1699081593,10.096080,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
http_req_failed,1699081593,0.000000,,,,true,::Load MockData,GET,http://host.docker.internal:3001/datamock,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/datamock,,
checks,1699081593,1.000000,is status 200,,,,::Load MockData,,,,default,,,,,,,
group_duration,1699081593,61.267826,,,,,::Load MockData,,,,default,,,,,,,
data_sent,1699081593,450.000000,,,,,,,,,default,,,,,,,
data_received,1699081593,16272312.000000,,,,,,,,,default,,,,,,,
iteration_duration,1699081593,65.363325,,,,,,,,,default,,,,,,,
iterations,1699081593,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_duration,1699081593,1.206066,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_blocked,1699081593,0.003292,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_connecting,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_tls_handshaking,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_sending,1699081593,0.009583,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_waiting,1699081593,1.157107,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_receiving,1699081593,0.039376,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
http_req_failed,1699081593,0.000000,,,,true,::GET Hello,GET,http://host.docker.internal:3001/hello,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/hello,,
checks,1699081593,1.000000,is status 200,,,,::GET Hello,,,,default,,,,,,,
group_duration,1699081593,1.264734,,,,,::GET Hello,,,,default,,,,,,,
http_reqs,1699081593,1.000000,,,,true,::GET Token,GET,http://host.docker.internal:3001/token,HTTP/1.1,default,,200,,,http://host.docker.internal:3001/token,,
